"","COD_ID","Q4_PS","Q5_PS","Q6_PS","Q7_PS","Q8_PS","Q9_PS","Q10_PS","Q11_PS","Q12_PS","Q7_Q10_PS","Q8_Q11_PS","Q9_Q12_PS","Q13_DC","Q14_DC","Q15_DC","Q16_DC","Q17_DC","Q18_EI","Q19_EI","Q20_EI","Q21_EI","Q22_EI","Q23_EI","Q24_EI","Q25_EI","Q26_WE","Q27_WE","Q28_WE","Q29_WE","Q30_WE","Q31_WE","Q32_WE","Q33_WE","Q34_GP","Q35_AP","Q36_GP","Q37_GP","Q38_AGE_GP","Q38_RACE_GP","Q38_sOCIO_GP","Q38_GEO_GP","Q38_FAM_GP","Q38_TEAC_GP","Q38_ADM_GP","Q38_JOB_GP","Q38_FUND_GP","Q38_RESOURCE_GP","Q38_GENDER_GP","Q39_GP","Q40_P","Q41_P","Q42_P","Q43_P","Q44_P","Q45_S","Q46_S","GENDER_CAT","ACD_OCC","C_STAGE_CAT"
"11","R13","Mulher cisgênera","Black","30-39","Brasil","Minas Gerais","Divinópolis","Brasil","Rio De Janeiro","Seropedica",TRUE,FALSE,FALSE,"No","Escolha de programa de pós-graduação","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação, Filhos mudaram, com nenhum ou mínimos efeitos negativos","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa","Ciências Biológicas","Mestrado em área correlata, com dissertação voltada a área de ecologia, Doutorado em área correlata, com tese voltada a área de ecologia","Professor(a) adjunta","Menos de 1 ano","3-5 minimum salary","Public university","Yes","tutora UAB","Primordially female","Women","Mulheres não são facilmente contratadas e/ou promovidas","Há mais homens que mulheres em meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.)., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","Yes","A situação não foi exposta., O assediador era meu chefe/orientador.","Women","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia, Alternativa para proporcionar experiência educacional","Acelerador","Impedimento","Impedimento","Neutro","Impedimento","Acelerador","Neutro","Neutro","Impedimento","Impedimento","Impedimento","1-3.9","Yes","1","Yes","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Yes","Women","Professor","Junior"
"12","R15","Homem cisgênero","White","20-29","Brasil","Paraná","Curitiba","Brasil","Paraná","Maringá",TRUE,TRUE,FALSE,"Yes","Aumento significativo no meu cargo e/ou salário, Escolha de programa de pós-graduação","Não se aplica","Sozinho(a)","São feitas por mim","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","2-3 minimum salary","Public university","No","NA","Primordially female","Both","Não se aplica","Há mais homens que mulheres em meu departamento","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","Yes","A situação levou a minha demissão ou saída da instituição/empresa.","Men","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Não se aplica.","Neutro","Acelerador","Grande Acelerador","Grande Acelerador","Grande Acelerador","Grande Acelerador","Grande Acelerador","Não impactou","Não impactou","Não impactou","Não impactou","<1","No","NA","Yes","No","Não tenho filhos","Sucessfull","Yes","Men","Master_PhD_Candidate","Junior"
"13","R17","Mulher cisgênera","White","30-39","Brasil","Paraná","Maringá","Brasil","Santa Catarina","Camboriú",TRUE,FALSE,FALSE,"No","Mudança de companheiro(a)/outra pessoa significativa","Não se aplica","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis, É colaborativo, mas diria que 70% recaem sobre mim","Ciências Biológicas","Doutorado na área de ecologia","Professor(a) adjunta","Mais que 10 anos","3-5 minimum salary","Comunity university","Yes","Aluguel de imóvel","Indifferent","Men","Homens são facilmente contratados e/ou promovidos","Há mais homens que mulheres em meu departamento","Yes","Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","Yes","A situação não foi exposta.","Women","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Alternativa para proporcionar experiência educacional","Grande Acelerador","Acelerador","Grande Acelerador","Grande Acelerador","Neutro","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Neutro","1-3.9","No","NA","Yes","Yes","Não tenho filhos","Very sucessfull","No","Women","Professor","Senior"
"14","R18","Mulher cisgênera","White","20-29","Brasil","São Paulo","Paraguaçu Paulista","Brasil","São Paulo","Rio Claro",TRUE,TRUE,FALSE,"Yes","Escolha de programa de pós-graduação","Não se aplica","Com amiga/o(s) ou colega/o(s), Em república/pensionato/etc.","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ecologia","TCC na área de ecologia","Pesquisador(a) de mestrado/doutorado","Menos de 1 ano","1-2 minimum salary","Public university","Yes","Freelancer em bar","Primordially female","Both","Homens são facilmente contratados e/ou promovidos","Há mais mulheres que homens no meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita.","No","NA","Men","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Prefiro não responder","Neutro","Neutro","Impedimento","Acelerador","Impedimento","Impedimento","Impedimento","Neutro","Grande impedimento","Neutro","Neutro","1-3.9","No","NA","Yes","Yes","Não tenho filhos","Didnt answer","Yes","Women","Master_PhD_Candidate","Junior"
"15","R20","Mulher cisgênera","Mixed","30-39","Brasil","Paraná","Curitiba","Brasil","Paraná","Curitiba",TRUE,TRUE,TRUE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Doutorado na área de ecologia","Pesquisador(a) de mestrado/doutorado","3 a 6 anos","2-3 minimum salary","Public university","No","NA","Indifferent","Both","não sei responder","Não há distinção entre proporção de homens e mulheres","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","Yes","Foram algumas situações de constrangimento ligadas a um mesmo professor e elas não foram expostas.","Women","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia","Neutro","Neutro","Impedimento","Neutro","Neutro","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","1-3.9","Yes","1","Yes","No","Não tenho filhos","Sucessfull","No","Women","Master_PhD_Candidate","Junior"
"16","R21","Homem cisgênero","White","40-49","Brasil","Paraná","Maringá","Brasil","Paraná","Curitiba",TRUE,TRUE,FALSE,"Yes","Não se aplica","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação, Companheiro(a)/outra pessoa significativa se mudou comigo, mas com problemas significativos na carreira do cônjuge/outra pessoa significativa","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por uma ajuda paga, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia, Doutorado na área de ecologia","Professor(a) associada","Mais que 10 anos",">10 minimum salary","Public university","No","NA","Indifferent","Both","Homens são facilmente contratados e/ou promovidos, Mulheres não são facilmente contratadas e/ou promovidas, As diferenças são principalmente na promoção e cargos de chefia. Quanto maior o nível do cargo de chefia, menos mulheres.","Há mais mulheres que homens no meu departamento, Homens são facilmente selecionados para cargos de coordenação","No","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Men","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Alternativa para proporcionar experiência educacional","Acelerador","Grande Acelerador","Grande Acelerador","Grande Acelerador","Impedimento","Impedimento","Impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Neutro","8-9.9","Yes","2","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Very sucessfull","Yes","Men","Professor","Senior"
"17","R25","Mulher cisgênera","Mixed","30-39","Brasil","São Paulo","SãoPaulo","Brasil","Minas Gerais","SantaRitadoSapucai",TRUE,FALSE,FALSE,"No","Escolha de programa de pós-graduação, Morar mais perto de parentes e amigos","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação","Sozinho(a)","São feitas por mim","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","1-2 minimum salary","Public university","No","NA","Primordially female","Women","Homens são facilmente contratados e/ou promovidos","Há mais homens que mulheres em meu departamento, Homens são facilmente selecionados para cargos de coordenação","No","Algum homem já levou o crédito pelo trabalho feito por você., Você já perdeu alguma promoção/benefício (bolsa produtividade) para algum homem, mesmo que tenha se empenhado igualmente., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que o seu gênero foi decisivo ao não conseguir algum trabalho de liderança., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.)., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","Yes","Você foi coagida a não expor o assédio.","Men","The person made a small contribution to my success","Ainda estou no meio acadêmico","Preocupações com a segurança pessoal, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Impedimento","Impedimento","Grande impedimento","Impedimento","Impedimento","Impedimento","Impedimento","Grande impedimento","Impedimento","4-7.9","No","NA","Yes","Yes","Não tenho filhos","Unsucessfull","No","Women","Master_PhD_Candidate","Junior"
"18","R26","Homem cisgênero","Indigenous","20-29","Brasil","Rio Grande Do Norte","Baía Formosa","Brasil","Rio Grande Do Norte","Natal",TRUE,TRUE,FALSE,"Yes","Escolha de programa de pós-graduação, Maior ênfase na pesquisa","Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos","Com minha família de origem/parentes (mãe, pai, irmã/o, tia/o, prima/o, etc)","São feitas por mim, São feitas por outros residentes","Ecologia","TCC na área de ecologia, Mestrado na área de ecologia","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","2-3 minimum salary","Public university","No","NA","Indifferent","Women","Mulheres são facilmente contratadas e/ou promovidas","Não há distinção entre proporção de homens e mulheres","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Men","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Prefiro não responder","Grande Acelerador","Impedimento","Impedimento","Impedimento","Neutro","Neutro","Neutro","Neutro","Acelerador","Acelerador","Neutro","<1","No","NA","Yes","Didnt answer","Não tenho filhos","Unsucessfull","No","Men","Master_PhD_Candidate","Junior"
"19","R27","Mulher cisgênera","White","30-39","Brasil","Rio De Janeiro","RiodeJaneiro","EstadosUnidosdaAmerica","Na","SanFrancisco",FALSE,FALSE,FALSE,"No","Aumento significativo no meu cargo e/ou salário, Escolha de programa de pós-graduação, Maior ênfase na pesquisa, Maior prestígio do trabalho, Maior segurança no trabalho, Melhor qualidade de vida","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação, Companheiro(a)/outra pessoa significativa se mudou comigo, mas com problemas significativos na carreira do cônjuge/outra pessoa significativa","Com minha/meu companheira/o","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa","Ecologia","Mestrado na área de ecologia, Doutorado na área de ecologia","Pesquisador(a) de mestrado/doutorado","3 a 6 anos",">10 minimum salary","Private university","No","NA","Primordially female","Men","Não há distinção entre contratação e promoção de homens e mulheres, Não há distinção atualmente, mas existia muita no passado, o que se reflete no corpo docente atual.","Não se aplica","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já perdeu alguma promoção/benefício (bolsa produtividade) para algum homem, mesmo que tenha se empenhado igualmente., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.)., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","No","NA","Men","The person made a small contribution to my success","Ainda estou no meio acadêmico","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Grande Acelerador","Acelerador","Neutro","Neutro","Impedimento","Impedimento","Impedimento","Impedimento","Impedimento","1-3.9","No","NA","Yes","Yes","Não tenho filhos","Sucessfull","Yes","Women","Master_PhD_Candidate","Junior"
"20","R28","Mulher cisgênera","White","40-49","Brasil","Minas Gerais","Teófilo Otoni","Brasil","Minas Gerais","Guanhães",TRUE,TRUE,FALSE,"No","Não se aplica","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por uma ajuda paga","Engenharia Ambiental","Mestrado na área de ecologia, Doutorado na área de ecologia","Professor(a) adjunta","Mais que 10 anos",">10 minimum salary","Public university","No","NA","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais mulheres que homens no meu departamento","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Men","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Prefiro não responder, não se aplica","Não impactou","Não impactou","Acelerador","Não impactou","Impedimento","Impedimento","Impedimento","Não impactou","Impedimento","Impedimento","Não impactou","8-9.9","Yes","1","No","Yes","Enviei a(s) criança(s) para um(a) amigo(a) ou alguém da minha família cuidar., Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","No","Women","Professor","Senior"
"21","R29","Mulher cisgênera","White","40-49","Brasil","Distrito Federal","Brasília","Brasil","Rio Grande Do Norte","Natal",TRUE,FALSE,FALSE,"Yes","Mudança de companheiro(a)/outra pessoa significativa, Escolha de programa de pós-graduação","Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos","Sozinho(a)","São feitas por mim","Ciências Biológicas","Mestrado na área de ecologia","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","2-3 minimum salary","Public university","No","NA","Indifferent","Women","Prefiro não responder","Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião.","No","NA","Women","The person didnt affect  my success","Ainda estou no meio acadêmico","Fiz meu campo sozinha, mas com sensação de extrema insegurança.","Impedimento","Não impactou","Neutro","Neutro","Grande impedimento","Neutro","Impedimento","Impedimento","Impedimento","Impedimento","Neutro","0","No","NA","Yes","Yes","Não tenho filhos","Unsucessfull","No","Women","Master_PhD_Candidate","Junior"
"22","R30","Mulher cisgênera","White","20-29","Brasil","Minas Gerais","PATROCINIO","Brasil","São Paulo","São Paulo",TRUE,FALSE,FALSE,"Yes","Escolha de programa de pós-graduação, Maior ênfase na pesquisa, Única oferta de emprego que tive","Companheiro(a)/outra pessoa não se mudou, mas o relacionamento permaneceu intacto","Sozinho(a)","São feitas por mim","Ciências Biológicas","Mestrado na área de ecologia, Especialização em ecologia","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","2-3 minimum salary","Public university","No","NA","Primordially female","Women","Homens são facilmente contratados e/ou promovidos, Mulheres não são facilmente contratadas e/ou promovidas","Há mais homens que mulheres em meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita.","No","NA","Men","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Grande Acelerador","Grande Acelerador","Impedimento","Grande Acelerador","Impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","1-3.9","No","NA","Yes","No","Não tenho filhos","Sucessfull","Yes","Women","Master_PhD_Candidate","Junior"
"23","R31","Mulher cisgênera","Mixed","20-29","Brasil","São Paulo","Bauru","Brasil","Paraná","Curitiba",TRUE,FALSE,FALSE,"Yes","Aumento significativo no meu cargo e/ou salário, Mudança de companheiro(a)/outra pessoa significativa, Escolha de programa de pós-graduação, Maior ênfase na pesquisa, Única oferta de emprego que tive, Morar mais perto de parentes e amigos","Companheiro(a)/outra pessoa significativa se mudou comigo, mas com problemas significativos na carreira do cônjuge/outra pessoa significativa","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Engenharia florestal","Mestrado em área correlata, com dissertação voltada a área de ecologia, Doutorado em área correlata, com tese voltada a área de ecologia","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","2-3 minimum salary","Public university","No","NA","Primordially female","Both","Homens são facilmente contratados e/ou promovidos","Há mais homens que mulheres em meu departamento, Homens são facilmente selecionados para cargos de coordenação","No","Algum homem já levou o crédito pelo trabalho feito por você., Você já perdeu alguma promoção/benefício (bolsa produtividade) para algum homem, mesmo que tenha se empenhado igualmente., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.)., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","Didnt answer","NA","Men","The person didnt affect  my success","Melhor renda em outro lugar, Falta apoio financeiro (Concursos e/ou editais de pós-doutorado)","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia","Neutro","Neutro","Acelerador","Acelerador","Impedimento","Impedimento","Não impactou","Impedimento","Impedimento","Impedimento","Não impactou","1-3.9","No","NA","Yes","Yes","Não tenho filhos","Sucessfull","Yes","Women","Master_PhD_Candidate","Junior"
"24","R32","Mulher cisgênera","White","30-39","Brasil","Na","CampoBom/RS","Espanha","Na","Córdoba",FALSE,FALSE,FALSE,"Yes","Aumento significativo no meu cargo e/ou salário, Escolha de programa de pós-graduação, Maior ênfase na pesquisa, Melhor qualidade de vida","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Doutorado na área de ecologia","Pesquisador(a) pós-doutorado","1 a 3 anos",">5 minimum salary","Public university","No","NA","Primordially female","Men","Homens são facilmente contratados e/ou promovidos","Há mais homens que mulheres em meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já perdeu alguma promoção/benefício (bolsa produtividade) para algum homem, mesmo que tenha se empenhado igualmente., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que o seu gênero foi decisivo ao não conseguir algum trabalho de liderança., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.)., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","No","NA","Men","The person didnt affect  my success","Ainda estou no meio acadêmico, Falta apoio financeiro (Concursos e/ou editais de pós-doutorado), Situações de discriminação de gênero, Situações de assédio moral, Situações de assédio sexual","Preocupações com a segurança pessoal","Neutro","Não impactou","Acelerador","Impedimento","Neutro","Impedimento","Neutro","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","1-3.9","No","NA","Yes","Yes","Não tenho filhos","Unsucessfull","No","Women","Researcher","Junior"
"25","R33","Mulher cisgênera","White","20-29","Brasil","Paraná","Curitiba","Brasil","Bahia","Ilhéus",TRUE,FALSE,FALSE,"Yes","Escolha de programa de pós-graduação, Maior ênfase na pesquisa, Melhor qualidade de vida","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação","Com minha/meu companheira/o","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","2-3 minimum salary","Public university","No","NA","Primordially female","Women","Não se aplica","Há mais mulheres que homens no meu departamento","No","Algum homem já levou o crédito pelo trabalho feito por você., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","Yes","Você foi coagida a não expor o assédio., A situação não foi exposta., O assediador era meu chefe/orientador., A situação levou a minha demissão ou saída da instituição/empresa.","Women","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal","Neutro","Neutro","Impedimento","Neutro","Neutro","Neutro","Neutro","Neutro","Impedimento","Impedimento","Grande impedimento","<1","No","NA","Yes","No","Não tenho filhos","Sucessfull","Yes","Women","Master_PhD_Candidate","Junior"
"26","R35","Homem cisgênero","White","30-39","Brasil","Paraná","Curitiba","Brasil","Paraná","Curitiba",TRUE,TRUE,TRUE,"Yes","Não se aplica","Não se aplica","Com minha família de origem/parentes (mãe, pai, irmã/o, tia/o, prima/o, etc)","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia, Doutorado na área de ecologia","Pesquisador(a) de mestrado/doutorado","3 a 6 anos","2-3 minimum salary","Public university","Yes","Consultorias técnicas","Indifferent","Women","Não há distinção entre contratação e promoção de homens e mulheres","Não há distinção entre proporção de homens e mulheres, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já perdeu alguma promoção/benefício (bolsa produtividade) para algum homem, mesmo que tenha se empenhado igualmente., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","Yes","A situação não foi exposta., A situação levou a minha demissão ou saída da instituição/empresa.","Women","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia, Alternativa para proporcionar experiência educacional","Acelerador","Não impactou","Grande impedimento","Acelerador","Impedimento","Impedimento","Impedimento","Não impactou","Impedimento","Grande impedimento","Não impactou","<1","No","NA","Yes","No","Não tenho filhos","Unsucessfull","No","Men","Master_PhD_Candidate","Junior"
"27","R36","Mulher cisgênera","White","50-59","Brasil","Paraná","Maringá","Brasil","Paraná","Maringá",TRUE,TRUE,TRUE,"Yes","Não se aplica","Companheiro(a)/outra pessoa significativa se mudou comigo, mas com efeitos negativos significativos no relacionamento, Filhos se mudaram, mas sofreram efeitos adversos significativos","Sozinho(a)","São feitas por mim","Ciências Biológicas","Doutorado na área de ecologia","Professor(a) associada","Mais que 20 anos",">10 minimum salary","Public university","No","NA","Primordially female","Women","Homens são facilmente contratados e/ou promovidos","Homens são facilmente selecionados para cargos de coordenação","No","Algum homem já levou o crédito pelo trabalho feito por você., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que o seu gênero foi decisivo ao não conseguir algum trabalho de liderança., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","Yes","Prefiro não responder","Men","The person made a significant contribution to my success","Ainda estou no meio acadêmico","Prefiro não responder","Grande impedimento","Não impactou","Neutro","Grande Acelerador","Impedimento","Neutro","Impedimento","Neutro","Grande impedimento","Grande impedimento","Grande impedimento","4-7.9","Yes","1","Yes","Yes","Enviei a(s) criança(s) para um(a) amigo(a) ou alguém da minha família cuidar., Companheiro(a) ou cônjuge cuida da(s) criança(s) no campo, Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Very sucessfull","Yes","Women","Professor","Senior"
